CustomerID,Amount,Frequency,Recency,Cluster
12614,315.59999537467957,20,277,0
12615,2291.18997913599,105,1,2
12616,657.2499966621399,36,84,2
12617,355.5299970805645,42,28,2
12618,177.3099976181984,11,21,2
12619,3214.8100451231003,95,15,2
12620,1339.4099903404713,92,14,2
12621,13612.06992956996,474,1,1
12622,180.09999895095825,11,231,0
12623,305.1000012457371,18,275,0
12624,641.1299970149994,38,105,2
12625,2614.3199960291386,91,211,0
12626,6388.349957764149,307,22,1
12627,4478.529982924461,230,10,1
12628,769.6099992096424,43,3,2
12630,1270.8799966573715,64,9,2
12631,640.5000004768372,31,56,2
12633,2140.6299677193165,103,58,2
12635,1689.1799952089787,101,89,2
12637,5953.2499669492245,394,66,1
12638,671.6899942159653,39,32,2
12639,486.0999948978424,22,238,0
12640,1174.5799986124039,53,23,2
12641,185.89999794960022,10,114,2
12642,1013.2600059509277,47,24,2
12643,3344.6399924755096,24,127,2
12644,477.91000056266785,31,129,2
12645,1755.3799917697906,74,33,2
12646,1346.970009803772,45,4,2
12647,3669.919974923134,128,21,2
12648,318.05000257492065,21,154,0
12649,603.709998100996,33,106,2
12650,314.4399995803833,20,2,2
12651,113.99999856948853,9,334,0
12652,914.5299960374832,51,321,0
12653,2209.8499987125397,43,148,2
12654,601.9799935817719,38,10,2
12656,3982.719965994358,130,16,1
12657,1152.0599913299084,56,10,2
12658,686.0499966144562,36,18,2
12659,91.67999839782715,5,29,2
12660,245.09999656677246,13,10,2
12662,3817.0799912512302,232,0,1
12664,4863.8800365924835,38,7,2
12665,61.75,4,324,0
12666,-227.43999862670898,2,358,0
12667,620.1299979686737,33,57,2
12668,3743.1799814105034,168,6,1
12669,1607.7300043404102,102,150,2
12670,2986.1499786376953,94,9,2
12672,225.8999993801117,10,329,0
12673,610.5199925601482,42,4,2
12674,1919.3099926412106,91,11,2
12676,1331.3899966180325,45,24,2
12679,1058.6699924468994,56,51,2
12680,862.8100000619888,52,0,2
12681,13677.58992049098,646,14,1
12682,12288.219856083393,525,3,1
12683,8221.089947670698,362,3,1
12684,2283.629994869232,105,7,2
12685,2863.0799885988235,157,27,2
12686,89.1399998664856,7,371,0
12688,4873.809997737408,171,113,1
12689,1247.6099911928177,72,25,2
12690,389.00999903678894,16,205,0
12691,1035.7999994754791,32,27,2
12693,830.9599957466125,41,120,2
12694,869.669998884201,37,69,2
12695,582.0999917984009,27,6,2
12697,939.0199933052063,43,20,2
12700,4867.989981204271,270,7,1
12701,797.7099943459034,53,79,2
12702,218.99999570846558,12,19,2
12703,274.6999990940094,22,63,2
12704,2220.839981675148,90,6,2
12705,6814.239976733923,348,14,1
12707,603.4199954271317,33,291,0
12708,2616.3199992477894,174,29,2
12709,9294.099973738194,257,2,1
12710,1130.57000041008,79,96,2
12712,4241.6299521923065,142,22,1
12713,848.5499984025955,38,0,2
12714,4708.859974682331,259,8,1
12715,353.85999488830566,21,105,2
12716,1053.4900007843971,69,3,2
12717,980.9799953699112,56,150,2
12718,238.24999940395355,19,70,2
12719,608.0999982357025,42,4,2
12720,5713.279972702265,359,2,1
12721,2628.9799799621105,164,31,2
12722,904.3299943804741,57,84,2
12723,725.0700005292892,69,3,2
12724,1031.4099972248077,53,4,2
12725,427.80000019073486,24,370,0
12726,2609.0999880433083,124,27,2
12727,3947.6999939084053,141,10,1
12728,836.3299988508224,46,70,2
12729,453.0099940299988,26,113,2
12732,236.26000452041626,12,179,0
12733,383.9499969482422,22,233,0
12734,110.40000176429749,4,352,0
12735,779.5699931383133,43,314,0
12736,234.00000071525574,4,332,0
12738,155.3500018119812,11,371,0
12739,1013.0399930179119,38,77,2
12740,427.6000027656555,27,63,2
12743,546.4299954771996,134,133,2
12744,9120.389989852905,229,51,1
12747,4196.00999879837,103,1,1
12749,3868.199984461069,231,3,1
12750,275.8800019919872,15,128,2
12752,4366.780012488365,53,80,2
12754,2949.12008112669,65,235,0
12755,2203.1999591588974,6,249,0
12756,112.08000254631042,4,86,2
12757,4227.699941366911,377,15,1
12758,2791.589973807335,97,116,2
12759,1531.4400062263012,95,51,2
12762,1898.5200028419495,69,7,2
12763,494.08000791072845,18,137,2
12764,1693.879989862442,45,316,0
12766,6989.629930585623,310,3,1
12769,1143.5999937057495,32,238,0
12770,1351.4499883651733,12,210,0
12772,892.4700009822845,55,59,2
12775,1351.2400059700012,67,16,2
12778,804.2300040125847,51,19,2
12779,3868.699992418289,159,20,1
12781,707.7199966907501,30,20,2
12782,2273.3199986815453,107,4,2
12783,1603.869996368885,86,1,2
12784,574.419994443655,59,8,2
12785,305.7100007534027,15,2,2
12787,463.6599934101105,20,9,2
12789,91.85000228881836,4,64,2
12790,324.9199962615967,21,191,0
12791,192.60000228881836,2,373,0
12792,400.54000118374825,25,256,0
12793,545.479998588562,24,334,0
12794,860.409996598959,45,52,2
12795,430.4799966812134,14,18,2
12797,194.1799967288971,17,359,0
12798,6977.039915084839,8,9,1
12802,412.579999089241,26,183,0
12808,483.6499946117401,28,36,2
12809,484.3599989414215,26,167,0
12811,514.8500006198883,31,260,0
12812,229.6400022506714,15,44,2
12814,125.91999816894531,2,101,2
12815,1063.459993839264,47,147,2
12816,572.1999988555908,29,95,2
12817,166.0399980545044,4,280,0
12818,1517.8799793720245,16,177,0
12820,942.339996278286,59,2,2
12821,92.71999979019165,6,213,0
12822,918.9799864292145,47,70,2
12823,1759.5000219345093,5,74,2
12824,397.1200008392334,25,59,2
12826,1468.119988232851,94,2,2
12827,430.14999306201935,25,5,2
12828,1018.7099915742874,56,2,2
12829,253.0500014424324,12,321,0
12830,6748.399970531464,39,37,1
12831,215.04999804496765,9,261,0
12832,383.029997587204,27,31,2
12833,417.3800003528595,24,144,0
12834,312.3799934387207,18,282,0
12836,2612.8599782586098,175,58,2
12837,134.10000002384186,12,172,0
12838,683.1300005018711,123,33,2
12839,5583.619990289211,316,2,1
12840,2714.2699702978134,116,143,2
12841,3876.3999996185303,439,4,1
12842,1118.9899987280369,34,69,2
12843,1680.759973168373,108,65,2
12844,325.9599968492985,52,28,2
12845,354.09000247716904,27,266,0
12847,871.5399957001209,91,21,2
12849,1050.8900030255318,51,30,2
12851,135.17999966442585,50,96,2
12852,299.7500033378601,20,289,0
12853,1881.699988245964,84,107,2
12854,1289.1499995589256,115,78,2
12855,38.100000858306885,3,372,0
12856,2162.67998701334,317,7,1
12857,1106.3999872207642,46,210,0
12863,504.20000171661377,6,51,2
12864,147.119997382164,3,137,0
12865,1548.070008635521,96,25,2
12866,559.1199947297573,26,282,0
12867,3986.219980955124,551,25,1
12868,1607.0599977970123,107,185,0
12870,-14.899999618530273,2,365,0
12871,380.6399954557419,11,83,2
12872,599.9700033664703,66,326,0
12873,373.9999942779541,4,281,0
12875,343.23000361025333,2,142,0
12876,2218.0199909210205,85,57,2
12877,1535.7699935436249,154,3,2
12878,841.6399947404861,49,17,2
12879,552.5699920654297,12,44,2
12881,297.9999990463257,7,275,0
12882,1463.0399885177612,13,8,2
12883,703.4699968099594,42,24,2
12884,309.0499963760376,7,87,2
12885,1158.2700037062168,72,62,2
12886,1351.0899983644485,86,67,2
12888,313.7699999809265,7,213,0
12890,380.46999806165695,82,23,2
12891,331.0000017285347,3,185,0
12893,188.139996945858,34,30,2
12895,347.30000162124634,24,41,2
12897,216.50000381469727,4,204,0
12902,138.68000149726868,10,264,0
12904,509.5800014436245,72,17,2
12906,2919.80997633934,63,11,2
12908,246.00001573562622,4,58,2
12909,2128.829996943474,96,39,2
12910,3075.039999485016,75,22,2
12912,1662.2999925613403,24,2,2
12913,2483.629961490631,50,4,2
12915,363.649995803833,22,148,0
12916,2982.3499693870544,109,138,2
12917,593.9999771118164,2,127,2
12919,1301.4399981498718,52,7,2
12920,164.2299992442131,28,16,2
12922,405.37999629974365,28,160,0
12923,176.9699991941452,29,63,2
12924,929.9499912858009,31,87,2
12925,694.0499975681305,45,4,2
12928,2062.6999564170837,84,34,2
12929,105.0999984741211,9,121,2
12930,409.9000017642975,27,77,2
12933,606.2799954414368,107,23,2
12935,2156.4499991834164,130,1,2
12936,1012.9000023603439,63,16,2
12937,1504.2699835598469,120,14,2
12938,114.13999962806702,9,25,2
12939,11581.800231933594,47,63,1
12940,876.2899967133999,103,45,2
12942,683.8999976217747,75,130,2
12943,-3.75,1,300,0
12944,604.5100016593933,30,35,2
12945,462.950003862381,23,287,0
12947,1407.2899848222733,103,143,2
12948,2053.69998344779,118,15,2
12949,4143.0199773311615,219,30,1
12950,1842.9999837875366,23,1,2
12951,1042.069996625185,65,8,2
12952,1382.8399844169617,80,5,2
12953,329.8499994277954,17,9,2
12955,4734.259998142719,183,0,1
12956,108.07000064849854,19,305,0
12957,3979.039992451668,244,3,1
12962,266.38999819755554,16,6,2
12963,1841.0299769937992,96,7,2
12965,771.909992814064,109,88,2
12966,160.17999935150146,10,9,2
12967,1194.7499948740005,33,2,2
12968,135.94999980926514,5,111,2
12970,452.2399946153164,151,6,2
12971,10930.259956479073,308,3,1
12974,144.79999828338623,8,197,0
12976,738.6000116765499,22,211,0
12977,39.239999651908875,9,155,0
12980,7092.060145139694,24,155,1
12981,372.2200047969818,20,29,2
12982,377.20000100135803,34,239,0
12984,97.49999952316284,4,18,2
12985,1215.6199938356876,78,0,2
12987,544.9999985694885,30,73,2
12988,535.319996714592,92,291,0
12989,6854.509952396154,68,2,1
12990,409.499990940094,13,30,2
12991,503.75999960303307,31,22,2
12993,414.7599985599518,27,22,2
12994,902.2199866473675,73,3,2
12995,200.71999645233154,5,77,2
12997,1197.9399859905243,67,21,2
12999,455.8799973130226,28,195,0
13000,534.8499923944473,31,106,2
13001,9797.919935524464,342,3,1
13002,120.94999980926514,7,317,0
13003,149.04999995231628,6,105,2
13004,5613.429980188608,409,11,1
13005,468.9499936103821,29,173,0
13006,81.56999897956848,4,55,2
13008,178.4699981212616,15,322,0
13011,50.549999713897705,3,371,0
13012,1311.6199759244919,107,8,2
13013,4786.989976257086,222,0,1
13014,3365.4299662411213,124,2,2
13015,3346.2799972891808,176,52,1
13016,789.8900029659271,47,72,2
13017,204.0,1,6,2
13018,7272.7499568760395,459,15,1
13021,2584.3999712765217,134,3,2
13023,689.8999946117401,40,63,2
13026,936.1499914526939,43,0,2
13027,6912.000102996826,26,113,1
13028,659.6799964904785,47,22,2
13029,1247.5000207424164,10,30,2
13030,799.4799949526787,99,10,2
13032,996.5199910402298,75,38,2
13033,190.55000162124634,11,356,0
13034,642.7700020074844,37,54,2
13035,886.6300027370453,30,57,2
13037,881.0699927806854,48,137,2
13038,908.4600079059601,28,79,2
13040,676.9899967312813,43,8,2
13043,471.5700011253357,14,253,0
13044,560.4699885845184,33,290,0
13045,305.2799961864948,18,98,2
13046,629.3099975585938,35,30,2
13047,3079.0999679863453,196,31,1
13048,1805.9099912643433,137,13,2
13049,656.6799962520599,14,63,2
13050,5684.6099527180195,422,8,1
13052,348.15000063180923,18,211,0
13055,1201.9599978625774,78,63,2
13058,271.3999900817871,8,24,2
13059,183.40000081062317,8,249,0
13060,307.52999782562256,15,253,0
13061,248.60999941825867,10,71,2
13062,346.9799962043762,11,190,0
13064,1119.4899890124798,69,12,2
13065,205.86000049114227,14,372,0
13066,430.8999986946583,49,23,2
13067,115.45999872684479,15,81,2
13068,343.99999380111694,2,9,2
13069,3717.8199859261513,470,0,1
13070,228.79999160766602,9,191,0
13072,177.14999914169312,7,266,0
13075,919.6099915504456,22,129,2
13077,729.2699957340956,112,0,2
13078,12432.280046463013,380,0,1
13079,220.09999561309814,6,3,2
13080,58.080000042915344,6,178,0
13082,3595.4800063073635,75,125,2
13083,303.7499986886978,18,3,2
13085,272.37999629974365,29,157,0
13090,8689.389924645424,161,8,1
13091,319.81999561190605,24,20,2
13092,459.8299914598465,26,70,2
13093,7741.469933688641,170,266,1
13094,1708.8599209785461,30,20,2
13095,74.39999914169312,6,70,2
13097,5893.319949388504,437,32,1
13099,207.3600082397461,1,98,2
13101,101.18999719619751,8,233,0
13102,6336.29000878334,310,0,1
13103,243.9400007724762,8,39,2
13104,1098.4799988269806,20,2,2
13106,59.5,2,128,2
13107,1524.0699891149998,60,43,2
13108,350.05999994277954,10,372,0
13109,766.8399981856346,50,2,2
13110,1452.8699969053268,146,30,2
13113,10510.000029861927,280,0,1
13115,2205.6299842894077,132,8,2
13116,485.18999376893044,31,116,2
13117,984.9099950790405,76,21,2
13118,1124.9999864697456,82,19,2
13120,30.59999942779541,1,238,0
13121,254.73000127077103,53,268,0
13122,922.3899972438812,55,93,2
13124,3866.3299939334393,235,89,1
13126,2056.289996087551,142,4,2
13127,259.16999864578247,15,77,2
13130,64.0,2,93,2
13131,1039.2999913394451,46,22,2
13132,77.2999997138977,3,261,0
13133,109.79999732971191,7,273,0
13134,1740.6299839615822,105,72,2
13135,3096.000123023987,1,196,0
13136,2545.379971653223,139,49,2
13137,3605.079972989857,705,10,1
13138,962.3899939060211,63,21,2
13139,5055.7899550795555,174,15,1
13140,423.7199994325638,46,107,2
13141,2385.79997805506,136,84,2
13142,307.08999344706535,23,18,2
13144,110.95000076293945,3,332,0
13145,614.7699918746948,7,39,2
13146,228.90999928116798,17,25,2
13147,712.7999725341797,4,9,2
13148,3348.4799976944923,347,28,1
13149,1676.0599932670593,86,13,2
13151,1250.369989514351,75,202,0
13153,486.22000324726105,15,5,2
13154,-611.8599853515625,1,143,0
13155,971.7599965929985,85,32,2
13157,1721.5699826776981,89,48,2
13158,1201.0599982142448,79,94,2
13159,1379.7499943971634,122,8,2
13160,91.80000162124634,4,21,2
13161,112.75,8,312,0
13162,1644.9899917840958,82,121,2
13165,1021.4799955487251,42,45,2
13166,414.69999969005585,42,281,0
13167,791.329985499382,65,18,2
13168,1310.1399950683117,133,35,2
13169,712.8799996376038,13,63,2
13170,116.00999915599823,32,26,2
13171,426.80999633669853,48,7,2
13173,353.649994507432,43,3,2
13174,2817.029985845089,314,15,1
13176,492.83999437093735,72,45,2
13177,282.4499979019165,17,64,2
13178,5725.469934850931,265,25,1
13182,121.17999842762947,11,44,2
13183,3957.7800192832947,94,7,2
13184,1648.789996996522,183,14,2
13185,71.39999771118164,1,267,0
13186,1539.6899748519063,84,39,2
13187,236.01999878883362,37,336,0
13188,114.60000228881836,2,10,2
13189,260.6799944639206,29,18,2
13192,911.9399878680706,63,94,2
13193,117.88000094890594,29,60,2
13194,60.700000286102295,3,135,0
13196,1797.7799981832504,110,10,2
13198,3384.0899735689163,229,9,1
13199,9803.95991358161,120,3,1
13200,870.089986115694,46,18,2
13203,869.4599927067757,57,9,2
13207,250.25999927520752,8,14,2
13208,1205.900001436472,150,58,2
13209,5820.159971266985,329,29,1
13210,353.4800000190735,22,93,2
13211,1197.4199764728546,56,9,2
13212,780.57999381423,143,8,2
13213,1518.4299854636192,92,56,2
13216,333.7400074005127,5,267,0
13217,133.6200041770935,7,121,2
13218,62.63999933004379,5,126,2
13220,819.2899834811687,21,77,2
13221,847.4099887609482,66,239,0
13223,163.19999599456787,5,199,0
13224,2150.849975898862,109,59,2
13225,6083.039988040924,34,2,1
13226,108.20999836921692,16,272,0
13227,257.69999980926514,9,201,0
13228,357.99999237060547,2,80,2
13229,160.94999861717224,10,225,0
13230,2763.4099887758493,612,3,1
13232,1357.5999999940395,207,12,2
13233,605.1199971437454,43,73,2
13235,101.16996335983276,59,211,0
13236,727.2700028419495,39,24,2
13238,680.8299822807312,32,10,2
13239,329.5599991083145,22,261,0
13240,663.6499935388565,67,95,2
13242,270.3999900817871,13,111,2
13243,600.0700008273125,58,202,0
13244,121.73999917507172,27,92,2
13245,430.4999964237213,16,50,2
13246,1922.1000108122826,143,17,2
13247,501.12000012397766,25,17,2
13248,465.67999854683876,26,124,2
13249,711.4099926352501,23,91,2
13253,1030.399997472763,36,156,0
13255,390.65999960899353,14,3,2
13256,0.0,1,13,2
13258,698.5799934267998,38,11,2
13259,292.31999714672565,87,61,2
13260,557.6199946403503,8,60,2
13261,944.0999927520752,9,268,0
13262,200.2899992465973,11,262,0
13265,2107.659984022379,91,52,2
13266,3717.669984102249,202,10,1
13267,4404.439967036247,224,2,1
13268,3167.6399731338024,447,17,1
13269,5315.919980555773,320,0,1
13270,590.0000095367432,1,365,0
13271,178.2599979043007,101,36,2
13272,276.5599980354309,15,30,2
13273,138.9799993187189,16,112,2
13276,590.9299938678741,30,63,2
13277,258.39999771118164,8,15,2
13278,542.7299921810627,46,40,2
13279,126.29999923706055,11,63,2
13280,814.8599937558174,85,121,2
13282,1047.8399983942509,40,17,2
13283,93.65999937057495,7,59,2
13284,196.1499981880188,14,322,0
13285,2709.1199802160263,187,22,1
13291,361.11000081151724,42,155,0
13292,578.9399960041046,31,38,2
13294,873.7399899363518,54,189,0
13295,197.94999647140503,11,359,0
13296,87.3999999165535,5,136,0
13297,2089.8499841690063,59,7,2
13298,360.0,2,0,2
13299,142.49999856948853,5,267,0
13300,365.2899990081787,22,164,0
13301,618.0899982154369,81,103,2
13302,63.75,1,154,0
13304,300.4199985265732,21,350,0
13305,2000.8599965572357,81,3,2
13307,15.0,1,119,2
13308,1367.6099907159805,57,22,2
13309,1456.7899814844131,107,6,2
13310,1083.629996240139,77,8,2
13311,598.5700008422136,26,3,2
13313,1555.319978773594,78,21,2
13314,578.6599940061569,75,1,2
13316,5815.490015298128,88,36,1
13317,2140.0699883699417,135,63,2
13318,640.7599973678589,20,0,2
13319,10664.339961647987,500,4,1
13320,1491.699995547533,110,69,2
13321,567.3600044250488,11,71,2
13322,199.4800009727478,25,16,2
13323,787.8499879837036,21,2,2
13324,7072.799926280975,77,31,1
13325,675.3000026345253,12,81,2
13327,3617.569945693016,109,38,2
13328,1308.479987859726,17,315,0
13329,740.3999945223331,19,31,2
13330,1140.9299902915955,53,92,2
13332,350.8999991416931,21,13,2
13334,3536.8199581205845,268,81,1
13336,795.1199991703033,51,76,2
13338,431.81999683380127,24,153,0
13339,860.1199934482574,54,200,0
13340,10736.480000972748,134,44,1
13341,775.8499989509583,42,260,0
13343,303.9299957752228,22,172,0
13344,2543.719997406006,119,67,2
13345,377.6000015735626,22,276,0
13347,341.3599953651428,8,69,2
13348,233.7599973678589,14,63,2
13349,247.32000076770782,16,10,2
13350,910.7199909687042,43,15,2
13351,373.93999576568604,16,65,2
13352,389.27999633550644,27,7,2
13354,743.5299948453903,51,70,2
13355,674.6999957561493,32,121,2
13356,768.2399979829788,42,79,2
13357,609.949996471405,90,256,0
13358,439.02999168634415,29,268,0
13359,431.26000022888184,24,58,2
13362,3085.489982366562,169,2,1
13363,992.4999901652336,60,17,2
13364,0.0,20,66,2
13365,2191.220003426075,132,8,2
13366,56.15999794006348,1,49,2
13368,623.3999950885773,29,256,0
13369,263.7499998509884,19,353,0
13370,721.3199931383133,44,365,0
13372,378.63999795913696,23,89,2
13373,3312.2499866485596,158,60,1
13375,772.89999127388,38,80,2
13376,1019.7599947452545,53,98,2
13379,572.5599986314774,97,25,2
13381,3626.809987783432,173,20,1
13382,222.989999294281,15,280,0
13384,4122.279965907335,155,30,1
13385,534.5699936747551,35,329,0
13388,627.1499974727631,36,120,2
13389,797.9599944353104,51,10,2
13390,544.0799946784973,13,74,2
13391,59.79999923706055,1,203,0
13394,2312.7999827861786,164,1,2
13395,307.7199962735176,21,184,0
13396,1325.2899978160858,47,21,2
13397,1539.1799945831299,39,72,2
13398,457.3399936258793,26,191,0
13402,621.2300001382828,39,126,2
13403,75.0,3,17,2
13404,252.49000120162964,11,0,2
13405,572.4509919414995,27,73,2
13410,988.9100081920624,30,8,2
13411,213.5499997138977,18,106,2
13414,1390.4999992847443,24,133,2
13416,712.4999904632568,19,43,2
13417,640.829996585846,28,4,2
13418,5845.439965881407,314,11,1
13419,221.05999192595482,16,63,2
13420,140.34999924898148,10,134,2
13421,1848.979992121458,105,39,2
13422,2601.5499871969223,128,50,2
13425,1624.2099906504154,78,107,2
13426,3550.6999807059765,159,0,1
13427,582.5999955832958,29,18,2
13428,218.4699982404709,74,9,2
13429,1006.7999732494354,67,10,2
13430,648.689994931221,54,18,2
13431,1269.0999920368195,46,66,2
13434,534.2399990558624,10,73,2
13435,3794.489979147911,103,4,2
13436,196.89000144600868,12,1,2
13437,3408.0599937438965,167,13,1
13439,283.7099988460541,54,254,0
13441,296.6400020122528,13,91,2
13447,1104.229988873005,62,22,2
13448,3465.669942200184,199,16,1
